Ticker,0
A,0.0007610138257648874
AAPL,0.0007534749826786688
ABBV,0.0009660149722858189
ABNB,-0.0006969740532483546
ABT,0.0003719983563419186
ACGL,0.0004889762327215981
ACN,0.00037164001019004137
ADBE,8.29102824501553e-06
ADI,0.00048302011063418077
ADM,0.0010277627026969726
ADP,0.0005296739538578247
ADSK,-6.786948833240727e-06
AEE,0.0003104692297393506
AEP,0.00015495932982583397
AES,0.000592835353116634
AFL,0.0004986406374843419
AIG,0.0003833626278323539
AIZ,-1.0477254454143092e-06
AJG,0.0009566766710269146
AKAM,-5.146437954171546e-05
ALB,0.0014907506229005533
ALGN,-0.00039266590458662576
ALL,0.00034213127375418725
ALLE,-0.00018519320910553963
AMAT,0.0006330849363741844
AMCR,0.0003138244880785348
AMD,0.0003668655333017026
AME,0.0004596781660080051
AMGN,0.00023650202581996423
AMP,0.000888026918802765
AMT,-1.5076193502428757e-05
AMZN,-0.00016160549463619756
ANET,0.0011434835535151994
ANSS,-9.518064882420761e-05
AON,0.0005132318819842142
AOS,0.00031383368394045144
APA,0.00085841083719979
APD,0.0004717743921964553
APH,0.00048043672013732634
APO,0.0005352187872300617
APTV,-4.110681257296354e-05
ARE,-1.4834210207674916e-05
ATO,0.00011801925824641245
AVB,-0.00019295865413972607
AVGO,0.0008691419436580858
AVY,0.0005091178637291034
AWK,0.0003768197468007927
AXON,0.0010244917261965278
AXP,0.000263764608238024
AZO,0.0009654775886250133
BA,-0.0007332068604277898
BAC,-6.331372641219428e-06
BALL,-0.0002581858773017069
BAX,-0.0006344465358435637
BBY,1.4962729137189152e-05
BDX,-5.057403989751214e-06
BEN,0.00021817591020284734
BG,0.0008469099529461013
BIIB,-8.035367333415797e-05
BK,-2.9004118288645753e-05
BKNG,-3.841150205010659e-05
BKR,0.000319878686945282
BLDR,0.0012415848690686825
BLK,0.0005348305093543689
BMY,0.0002815449808830552
BR,0.00017463134979209242
BRO,0.0005107189034342627
BSX,2.7185043000772286e-05
BWA,-4.89223896114724e-05
BX,0.0005299356285880835
BXP,-0.0007560035099622065
C,-0.0006310891858412378
CAG,0.0003139466328374984
CAH,0.0007076065445249647
CARR,0.0016833999475117868
CAT,0.0007128883234268508
CB,0.0005371390709161959
CBOE,0.00012783992330024678
CBRE,0.0002974488519690675
CCI,7.14241611042662e-05
